Date Lifted,Exercise,Weight (kg),Weight (lb),Reps,Bodyweight (kg),Bodyweight (lb),Percentile (%),Warmup
2025-01-29,Pull Ups,,,4,84.6,186.5,15.7,0
2025-01-29,Pull Ups,,,5,84.6,186.5,18.6,0
2025-01-29,Pull Ups,,,4,84.6,186.5,15.7,0
2025-01-29,Chin Ups,,,5,84.6,186.5,15.9,0
2025-01-29,Chin Ups,,,4,84.6,186.5,13,0
2025-01-29,Chin Ups,,,3,84.6,186.5,10.6,0
2025-01-29,Dumbbell Row,24,52.9,8,84.6,186.5,17.2,0
2025-01-29,Dumbbell Row,24,52.9,7,84.6,186.5,15.6,0
2025-01-29,Dumbbell Row,24,52.9,4,84.6,186.5,11.7,0
2025-01-29,Bent Over Row,50,110.2,9,84.6,186.5,17.3,0
2025-01-29,Bent Over Row,50,110.2,7,84.6,186.5,13.1,0
2025-01-29,Bent Over Row,50,110.2,6,84.6,186.5,11.4,0
2025-01-29,Lat Pulldown,61,134.5,9,84.6,186.5,39.3,0
2025-01-29,Lat Pulldown,61,134.5,6,84.6,186.5,29.2,0
2025-01-29,Lat Pulldown,61,134.5,5,84.6,186.5,26.4,0
2025-01-28,Bench Press,65,143.3,7,84.6,186.5,19.9,0
2025-01-28,Bench Press,65,143.3,6,84.6,186.5,17.5,0
2025-01-28,Bench Press,65,143.3,5,84.6,186.5,15.4,0
2025-01-28,Incline Dumbbell Bench Press,20,44.1,10,84.6,186.5,10.4,0
2025-01-28,Incline Dumbbell Bench Press,20,44.1,8,84.6,186.5,7.6,0
2025-01-28,Incline Dumbbell Bench Press,20,44.1,7,84.6,186.5,6.5,0
2025-01-28,Incline Bench Press,50,110.2,8,84.6,186.5,10.4,0
2025-01-28,Incline Bench Press,50,110.2,6,84.6,186.5,7.5,0
2025-01-28,Incline Bench Press,50,110.2,5,84.6,186.5,6.4,0
2025-01-28,Push Ups,,,12,84.6,186.5,12.2,0
2025-01-28,Push Ups,,,9,84.6,186.5,9,0
2025-01-28,Push Ups,,,9,84.6,186.5,9,0
2025-01-28,Dumbbell Bench Press,22,48.5,7,84.6,186.5,13.9,0
2025-01-28,Dumbbell Bench Press,22,48.5,7,84.6,186.5,13.9,0
2025-01-28,Dumbbell Bench Press,22,48.5,5,84.6,186.5,11.4,0
2025-01-27,Sit Ups,,,21,84.6,186.5,19,0
2025-01-27,Sit Ups,,,21,84.6,186.5,19,0
2025-01-27,Sit Ups,,,21,84.6,186.5,19,0
2025-01-27,Wrist Curl,40,88.2,7,84.6,186.5,41.7,0
2025-01-27,Wrist Curl,40,88.2,7,84.6,186.5,41.7,0
2025-01-27,Wrist Curl,40,88.2,4,84.6,186.5,37.5,0
2025-01-27,Crunches,,,26,84.6,186.5,24.6,0
2025-01-27,Crunches,,,26,84.6,186.5,24.6,0
2025-01-27,Crunches,,,26,84.6,186.5,24.6,0
2025-01-27,Reverse Barbell Curl,30,66.1,7,84.6,186.5,34.7,0
2025-01-27,Reverse Barbell Curl,30,66.1,4,84.6,186.5,29.2,0
2025-01-27,Reverse Barbell Curl,30,66.1,3,84.6,186.5,27.6,0
2025-01-27,Machine Seated Crunch,72.5,159.8,9,84.6,186.5,54.5,0
2025-01-27,Machine Seated Crunch,72.5,159.8,9,84.6,186.5,54.5,0
2025-01-27,Machine Seated Crunch,72.5,159.8,6,84.6,186.5,46.6,0
2025-01-24,Dumbbell Curl,16,35.3,10,83,183,39.3,0
2025-01-24,Dumbbell Curl,16,35.3,7,83,183,32.8,0
2025-01-24,Dumbbell Curl,16,35.3,5,83,183,29.1,0
2025-01-24,Dips,,,7,83,183,14.3,0
2025-01-24,Dips,,,4,83,183,8.5,0
2025-01-24,Dips,,,5,83,183,10.1,0
2025-01-24,EZ Bar Curl,25,55.1,10,83,183,17.7,0
2025-01-24,EZ Bar Curl,25,55.1,6,83,183,11.2,0
2025-01-24,EZ Bar Curl,25,55.1,5,83,183,10,0
2025-01-24,Tricep Pushdown,28.8,63.5,7,83,183,16.7,0
2025-01-24,Tricep Pushdown,28.8,63.5,7,83,183,16.7,0
2025-01-24,Tricep Pushdown,28.8,63.5,5,83,183,14.4,0
2025-01-24,Barbell Curl,30,66.1,9,83,183,30.1,0
2025-01-24,Barbell Curl,30,66.1,4,83,183,19.9,0
2025-01-24,Barbell Curl,30,66.1,3,83,183,18.4,0
2025-01-24,Lying Tricep Extension,30,66.1,8,83,183,32.2,0
2025-01-24,Lying Tricep Extension,30,66.1,7,83,183,29.7,0
2025-01-24,Lying Tricep Extension,30,66.1,7,83,183,29.7,0
2025-01-22,Hip Thrust,45,99.2,10,83,183,7,0
2025-01-22,Hip Thrust,45,99.2,9,83,183,6.4,0
2025-01-22,Hip Thrust,45,99.2,7,83,183,5.3,0
2025-01-22,Leg Extension,95,209.4,6,83,183,57.8,0
2025-01-22,Leg Extension,95,209.4,5,83,183,54.9,0
2025-01-22,Leg Extension,95,209.4,4,83,183,52.1,0
2025-01-22,Horizontal Leg Press,125,275.6,5,83,183,21.7,0
2025-01-22,Horizontal Leg Press,125,275.6,5,83,183,21.7,0
2025-01-22,Horizontal Leg Press,125,275.6,5,83,183,21.7,0
2025-01-22,Seated Leg Curl,72.5,159.8,6,83,183,51.2,0
2025-01-22,Seated Leg Curl,72.5,159.8,5,83,183,48.3,0
2025-01-22,Seated Leg Curl,72.5,159.8,5,83,183,48.3,0
2025-01-22,Goblet Squat,28,61.7,8,83,183,31.4,0
2025-01-22,Goblet Squat,28,61.7,6,83,183,27.4,0
2025-01-22,Goblet Squat,28,61.7,6,83,183,27.4,0
2025-01-21,Shoulder Press,40,88.2,10,83,183,27.3,0
2025-01-21,Shoulder Press,40,88.2,8,83,183,21.5,0
2025-01-21,Shoulder Press,40,88.2,5,83,183,15.1,0
2025-01-21,Dumbbell Front Raise,9,19.8,9,83,183,26.1,0
2025-01-21,Dumbbell Front Raise,9,19.8,8,83,183,24.7,0
2025-01-21,Dumbbell Front Raise,9,19.8,6,83,183,22.4,0
2025-01-21,Dumbbell Shoulder Press,14,30.9,6,83,183,5.6,0
2025-01-21,Dumbbell Shoulder Press,14,30.9,5,83,183,5,0
2025-01-21,Dumbbell Shoulder Press,14,30.9,5,83,183,5,0
2025-01-21,Seated Dumbbell Shoulder Press,14,30.9,5,83,183,5.4,0
2025-01-21,Seated Dumbbell Shoulder Press,14,30.9,7,83,183,6.8,0
2025-01-21,Seated Dumbbell Shoulder Press,14,30.9,6,83,183,6.1,0
2025-01-21,Machine Shoulder Press,35,77.2,6,83,183,11.1,0
2025-01-21,Machine Shoulder Press,35,77.2,4,83,183,9.5,0
2025-01-21,Machine Shoulder Press,35,77.2,4,83,183,9.5,0
2025-01-21,Seated Shoulder Press,35,77.2,10,83,183,16.6,0
2025-01-21,Seated Shoulder Press,35,77.2,6,83,183,10.7,0
2025-01-21,Seated Shoulder Press,35,77.2,6,83,183,10.7,0
2025-01-21,Military Press,35,77.2,4,83,183,6.6,0
2025-01-21,Military Press,35,77.2,4,83,183,6.6,0
2025-01-21,Military Press,35,77.2,5,83,183,7.6,0
2025-01-20,Pull Ups,,,6,83,183,21.8,0
2025-01-20,Pull Ups,,,4,83,183,15.6,0
2025-01-20,Pull Ups,,,2,83,183,11.1,0
2025-01-20,Chin Ups,,,5,83,183,15.7,0
2025-01-20,Chin Ups,,,3,83,183,10.5,0
2025-01-20,Chin Ups,,,4,83,183,12.9,0
2025-01-20,Dumbbell Row,24,52.9,8,83,183,18.4,0
2025-01-20,Dumbbell Row,24,52.9,6,83,183,15.2,0
2025-01-20,Dumbbell Row,24,52.9,6,83,183,15.2,0
2025-01-20,Bent Over Row,50,110.2,7,83,183,14.3,0
2025-01-20,Bent Over Row,50,110.2,5,83,183,11,0
2025-01-20,Bent Over Row,50,110.2,4,83,183,9.7,0
2025-01-20,Lat Pulldown,61,134.5,6,83,183,30.5,0
2025-01-20,Lat Pulldown,61,134.5,5,83,183,27.7,0
2025-01-20,Lat Pulldown,61,134.5,4,83,183,25.1,0
2025-01-03,Bench Press,65,143.3,7,85.6,188.7,18.9,0
2025-01-03,Bench Press,65,143.3,7,85.6,188.7,18.9,0
2025-01-03,Bench Press,65,143.3,5,85.6,188.7,14.5,0
2025-01-03,Incline Dumbbell Bench Press,20,44.1,10,85.6,188.7,9.8,0
2025-01-03,Incline Dumbbell Bench Press,20,44.1,8,85.6,188.7,7.1,0
2025-01-03,Incline Dumbbell Bench Press,20,44.1,7,85.6,188.7,6.1,0
2025-01-03,Incline Bench Press,50,110.2,7,85.6,188.7,8.2,0
2025-01-03,Incline Bench Press,50,110.2,7,85.6,188.7,8.2,0
2025-01-03,Incline Bench Press,50,110.2,7,85.6,188.7,8.2,0
2025-01-03,Push Ups,,,15,85.6,188.7,15.4,0
2025-01-03,Push Ups,,,8,85.6,188.7,7.9,0
2025-01-03,Push Ups,,,9,85.6,188.7,9,0
2025-01-03,Dumbbell Bench Press,22,48.5,6,85.6,188.7,12.1,0
2025-01-03,Dumbbell Bench Press,22,48.5,6,85.6,188.7,12.1,0
2025-01-03,Dumbbell Bench Press,22,48.5,6,85.6,188.7,12.1,0
2024-12-30,Sit Ups,,,20,85.6,188.7,18.3,0
2024-12-30,Sit Ups,,,20,85.6,188.7,18.3,0
2024-12-30,Sit Ups,,,20,85.6,188.7,18.3,0
2024-12-30,Wrist Curl,40,88.2,5,85.6,188.7,38.2,0
2024-12-30,Wrist Curl,40,88.2,5,85.6,188.7,38.2,0
2024-12-30,Wrist Curl,40,88.2,5,85.6,188.7,38.2,0
2024-12-30,Crunches,,,25,85.6,188.7,23.7,0
2024-12-30,Crunches,,,25,85.6,188.7,23.7,0
2024-12-30,Crunches,,,25,85.6,188.7,23.7,0
2024-12-30,Reverse Barbell Curl,30,66.1,5,85.6,188.7,30.2,0
2024-12-30,Reverse Barbell Curl,30,66.1,3,85.6,188.7,26.9,0
2024-12-30,Reverse Barbell Curl,30,66.1,3,85.6,188.7,26.9,0
2024-12-30,Machine Seated Crunch,72.5,159.8,10,85.6,188.7,56.9,0
2024-12-30,Machine Seated Crunch,72.5,159.8,6,85.6,188.7,46.2,0
2024-12-30,Machine Seated Crunch,72.5,159.8,6,85.6,188.7,46.2,0
2024-12-27,Dumbbell Curl,16,35.3,10,84.1,185.4,38.6,0
2024-12-27,Dumbbell Curl,16,35.3,8,84.1,185.4,34.1,0
2024-12-27,Dumbbell Curl,16,35.3,6,84.1,185.4,30.2,0
2024-12-27,Dips,,,7,84.1,185.4,14.3,0
2024-12-27,Dips,,,6,84.1,185.4,12,0
2024-12-27,Dips,,,4,84.1,185.4,8.5,0
2024-12-27,EZ Bar Curl,25,55.1,10,84.1,185.4,17,0
2024-12-27,EZ Bar Curl,25,55.1,7,84.1,185.4,12,0
2024-12-27,EZ Bar Curl,25,55.1,6,84.1,185.4,10.7,0
2024-12-27,Tricep Pushdown,28.8,63.5,7,84.1,185.4,16.1,0
2024-12-27,Tricep Pushdown,28.8,63.5,9,84.1,185.4,19,0
2024-12-27,Tricep Pushdown,28.8,63.5,6,84.1,185.4,15,0
2024-12-27,Barbell Curl,30,66.1,9,84.1,185.4,29.2,0
2024-12-27,Barbell Curl,30,66.1,4,84.1,185.4,19.2,0
2024-12-27,Barbell Curl,30,66.1,3,84.1,185.4,17.7,0
2024-12-27,Lying Tricep Extension,30,66.1,9,84.1,185.4,33.7,0
2024-12-27,Lying Tricep Extension,30,66.1,6,84.1,185.4,26.4,0
2024-12-27,Lying Tricep Extension,30,66.1,5,84.1,185.4,24.4,0
2024-12-26,Hip Thrust,45,99.2,10,84.1,185.4,6.6,0
2024-12-26,Hip Thrust,45,99.2,6,84.1,185.4,4.6,0
2024-12-26,Hip Thrust,45,99.2,5,84.1,185.4,4.2,0
2024-12-26,Leg Extension,95,209.4,8,84.1,185.4,63.2,0
2024-12-26,Leg Extension,95,209.4,5,84.1,185.4,54.1,0
2024-12-26,Leg Extension,95,209.4,5,84.1,185.4,54.1,0
2024-12-26,Horizontal Leg Press,125,275.6,10,84.1,185.4,32.2,0
2024-12-26,Horizontal Leg Press,125,275.6,8,84.1,185.4,27.1,0
2024-12-26,Horizontal Leg Press,125,275.6,6,84.1,185.4,22.8,0
2024-12-26,Seated Leg Curl,72.5,159.8,9,84.1,185.4,59.8,0
2024-12-26,Seated Leg Curl,72.5,159.8,6,84.1,185.4,50.3,0
2024-12-26,Seated Leg Curl,72.5,159.8,5,84.1,185.4,47.5,0
2024-12-26,Goblet Squat,28,61.7,8,84.1,185.4,30.8,0
2024-12-26,Goblet Squat,28,61.7,6,84.1,185.4,26.8,0
2024-12-26,Goblet Squat,28,61.7,5,84.1,185.4,25.1,0
2024-12-24,Shoulder Press,40,88.2,10,84.1,185.4,26.1,0
2024-12-24,Shoulder Press,40,88.2,8,84.1,185.4,20.4,0
2024-12-24,Shoulder Press,40,88.2,5,84.1,185.4,14.2,0
2024-12-24,Dumbbell Front Raise,9,19.8,10,84.1,185.4,26.9,0
2024-12-24,Dumbbell Front Raise,9,19.8,8,84.1,185.4,24.2,0
2024-12-24,Dumbbell Front Raise,9,19.8,6,84.1,185.4,21.9,0
2024-12-24,Dumbbell Shoulder Press,14,30.9,6,84.1,185.4,5.2,0
2024-12-24,Dumbbell Shoulder Press,14,30.9,5,84.1,185.4,4.6,0
2024-12-24,Dumbbell Shoulder Press,14,30.9,5,84.1,185.4,4.6,0
2024-12-24,Seated Dumbbell Shoulder Press,14,30.9,5,84.1,185.4,5.1,0
2024-12-24,Seated Dumbbell Shoulder Press,14,30.9,7,84.1,185.4,6.4,0
2024-12-24,Seated Dumbbell Shoulder Press,14,30.9,6,84.1,185.4,5.7,0
2024-12-24,Machine Shoulder Press,35,77.2,6,84.1,185.4,10.6,0
2024-12-24,Machine Shoulder Press,35,77.2,4,84.1,185.4,9,0
2024-12-24,Machine Shoulder Press,35,77.2,4,84.1,185.4,9,0
2024-12-24,Seated Shoulder Press,35,77.2,10,84.1,185.4,15.7,0
2024-12-24,Seated Shoulder Press,35,77.2,6,84.1,185.4,10,0
2024-12-24,Seated Shoulder Press,35,77.2,6,84.1,185.4,10,0
2024-12-24,Military Press,35,77.2,4,84.1,185.4,6.1,0
2024-12-24,Military Press,35,77.2,4,84.1,185.4,6.1,0
2024-12-24,Military Press,35,77.2,5,84.1,185.4,7.1,0
2024-12-23,Pull Ups,,,7,84.1,185.4,25.8,0
2024-12-23,Pull Ups,,,5,84.1,185.4,18.6,0
2024-12-23,Pull Ups,,,4,84.1,185.4,15.7,0
2024-12-23,Chin Ups,,,6,84.1,185.4,19.3,0
2024-12-23,Chin Ups,,,4,84.1,185.4,13,0
2024-12-23,Chin Ups,,,4,84.1,185.4,13,0
2024-12-23,Dumbbell Row,24,52.9,9,84.1,185.4,19.4,0
2024-12-23,Dumbbell Row,24,52.9,6,84.1,185.4,14.5,0
2024-12-23,Dumbbell Row,24,52.9,6,84.1,185.4,14.5,0
2024-12-23,Bent Over Row,50,110.2,7,84.1,185.4,13.5,0
2024-12-23,Bent Over Row,50,110.2,6,84.1,185.4,11.8,0
2024-12-23,Bent Over Row,50,110.2,4,84.1,185.4,9.1,0
2024-12-23,Lat Pulldown,61,134.5,7,84.1,185.4,32.7,0
2024-12-23,Lat Pulldown,61,134.5,4,84.1,185.4,24.3,0
2024-12-23,Lat Pulldown,61,134.5,4,84.1,185.4,24.3,0
2024-12-20,Bench Press,65,143.3,8,86,189.6,21.2,0
2024-12-20,Bench Press,65,143.3,5,86,189.6,14.2,0
2024-12-20,Bench Press,65,143.3,6,86,189.6,16.2,0
2024-12-20,Incline Dumbbell Bench Press,20,44.1,10,86,189.6,9.6,0
2024-12-20,Incline Dumbbell Bench Press,20,44.1,9,86,189.6,8.2,0
2024-12-20,Incline Dumbbell Bench Press,20,44.1,8,86,189.6,7,0
2024-12-20,Incline Bench Press,50,110.2,7,86,189.6,8,0
2024-12-20,Incline Bench Press,50,110.2,6,86,189.6,6.7,0
2024-12-20,Incline Bench Press,50,110.2,6,86,189.6,6.7,0
2024-12-20,Push Ups,,,14,86,189.6,14.3,0
2024-12-20,Push Ups,,,14,86,189.6,14.3,0
2024-12-20,Push Ups,,,14,86,189.6,14.3,0
2024-12-20,Dumbbell Bench Press,22,48.5,7,86,189.6,13.1,0
2024-12-20,Dumbbell Bench Press,22,48.5,6,86,189.6,11.9,0
2024-12-20,Dumbbell Bench Press,22,48.5,6,86,189.6,11.9,0
2024-12-18,Sit Ups,,,19,86,189.6,17.5,0
2024-12-18,Sit Ups,,,19,86,189.6,17.5,0
2024-12-18,Sit Ups,,,19,86,189.6,17.5,0
2024-12-18,Wrist Curl,40,88.2,10,86,189.6,45.7,0
2024-12-18,Wrist Curl,40,88.2,5,86,189.6,38,0
2024-12-18,Wrist Curl,40,88.2,6,86,189.6,39.3,0
2024-12-18,Crunches,,,24,86,189.6,22.9,0
2024-12-18,Crunches,,,24,86,189.6,22.9,0
2024-12-18,Crunches,,,24,86,189.6,22.9,0
2024-12-18,Reverse Barbell Curl,30,66.1,6,86,189.6,31.8,0
2024-12-18,Reverse Barbell Curl,30,66.1,2,86,189.6,25.2,0
2024-12-18,Reverse Barbell Curl,30,66.1,4,86,189.6,28.3,0
2024-12-18,Machine Seated Crunch,72.5,159.8,10,86,189.6,56.7,0
2024-12-18,Machine Seated Crunch,72.5,159.8,10,86,189.6,56.7,0
2024-12-18,Machine Seated Crunch,72.5,159.8,6,86,189.6,46,0
2024-12-17,Dumbbell Curl,16,35.3,10,86,189.6,37.4,0
2024-12-17,Dumbbell Curl,16,35.3,8,86,189.6,33,0
2024-12-17,Dumbbell Curl,16,35.3,6,86,189.6,29.2,0
2024-12-17,Dips,,,7,86,189.6,14.2,0
2024-12-17,Dips,,,5,86,189.6,10,0
2024-12-17,Dips,,,4,86,189.6,8.4,0
2024-12-17,EZ Bar Curl,25,55.1,10,86,189.6,15.9,0
2024-12-17,EZ Bar Curl,25,55.1,8,86,189.6,12.5,0
2024-12-17,EZ Bar Curl,25,55.1,6,86,189.6,9.8,0
2024-12-17,Tricep Pushdown,28.8,63.4,8,86,189.6,16.3,0
2024-12-17,Tricep Pushdown,28.8,63.4,8,86,189.6,16.3,0
2024-12-17,Tricep Pushdown,28.8,63.4,6,86,189.6,13.9,0
2024-12-17,Barbell Curl,30,66.1,7,86,189.6,23.2,0
2024-12-17,Barbell Curl,30,66.1,4,86,189.6,18,0
2024-12-17,Barbell Curl,30,66.1,4,86,189.6,18,0
2024-12-17,Lying Tricep Extension,30,66.1,10,86,189.6,34.4,0
2024-12-17,Lying Tricep Extension,30,66.1,7,86,189.6,26.7,0
2024-12-17,Lying Tricep Extension,30,66.1,6,86,189.6,24.6,0
2024-12-16,Hip Thrust,45,99.2,9,86,189.6,5.4,0
2024-12-16,Hip Thrust,45,99.2,8,86,189.6,4.9,0
2024-12-16,Hip Thrust,45,99.2,9,86,189.6,5.4,0
2024-12-16,Leg Extension,95,209.4,5,86,189.6,52.6,0
2024-12-16,Leg Extension,95,209.4,5,86,189.6,52.6,0
2024-12-16,Leg Extension,95,209.4,4,86,189.6,49.8,0
2024-12-16,Horizontal Leg Press,125,275.6,10,86,189.6,30.6,0
2024-12-16,Horizontal Leg Press,125,275.6,7,86,189.6,23.4,0
2024-12-16,Horizontal Leg Press,125,275.6,7,86,189.6,23.4,0
2024-12-16,Seated Leg Curl,72.5,159.8,7,86,189.6,51.9,0
2024-12-16,Seated Leg Curl,72.5,159.8,4,86,189.6,43.3,0
2024-12-16,Seated Leg Curl,72.5,159.8,4,86,189.6,43.3,0
2024-12-16,Goblet Squat,28,61.7,10,86,189.6,34.3,0
2024-12-16,Goblet Squat,28,61.7,5,86,189.6,24.1,0
2024-12-16,Goblet Squat,28,61.7,5,86,189.6,24.1,0
2024-12-14,Shoulder Press,40,88.2,10,85.7,188.9,24.3,0
2024-12-14,Shoulder Press,40,88.2,7,85.7,188.9,16.7,0
2024-12-14,Shoulder Press,40,88.2,6,85.7,188.9,14.7,0
2024-12-14,Dumbbell Front Raise,9,19.8,10,85.7,188.9,26.1,0
2024-12-14,Dumbbell Front Raise,9,19.8,10,85.7,188.9,26.1,0
2024-12-14,Dumbbell Front Raise,9,19.8,8,85.7,188.9,23.4,0
2024-12-14,Dumbbell Shoulder Press,12,26.5,10,85.7,188.9,4.4,0
2024-12-14,Dumbbell Shoulder Press,12,26.5,10,85.7,188.9,4.4,0
2024-12-14,Dumbbell Shoulder Press,12,26.5,10,85.7,188.9,4.4,0
2024-12-14,Seated Dumbbell Shoulder Press,14,30.9,6,85.7,188.9,5.1,0
2024-12-14,Seated Dumbbell Shoulder Press,14,30.9,6,85.7,188.9,5.1,0
2024-12-14,Seated Dumbbell Shoulder Press,14,30.9,7,85.7,188.9,5.8,0
2024-12-14,Machine Shoulder Press,35,77.2,9,85.7,188.9,12.9,0
2024-12-14,Machine Shoulder Press,35,77.2,5,85.7,188.9,9.1,0
2024-12-14,Machine Shoulder Press,35,77.2,4,85.7,188.9,8.4,0
2024-12-14,Seated Shoulder Press,35,77.2,9,85.7,188.9,12.8,0
2024-12-14,Seated Shoulder Press,35,77.2,5,85.7,188.9,8.1,0
2024-12-14,Seated Shoulder Press,35,77.2,5,85.7,188.9,8.1,0
2024-12-14,Military Press,35,77.2,5,85.7,188.9,6.3,0
2024-12-14,Military Press,35,77.2,4,85.7,188.9,5.4,0
2024-12-14,Military Press,35,77.2,3,85.7,188.9,4.7,0
2024-12-11,Pull Ups,,,3,85.7,188.9,13.3,0
2024-12-11,Pull Ups,,,2,85.7,188.9,11.2,0
2024-12-11,Pull Ups,,,3,85.7,188.9,13.3,0
2024-12-11,Chin Ups,,,4,85.7,188.9,13.1,0
2024-12-11,Chin Ups,,,3,85.7,188.9,10.7,0
2024-12-11,Chin Ups,,,4,85.7,188.9,13.1,0
2024-12-11,Dumbbell Row,24,52.9,10,85.7,188.9,20.1,0
2024-12-11,Dumbbell Row,24,52.9,10,85.7,188.9,20.1,0
2024-12-11,Dumbbell Row,24,52.9,9,85.7,188.9,18.2,0
2024-12-11,Bent Over Row,50,110.2,10,85.7,188.9,18.7,0
2024-12-11,Bent Over Row,50,110.2,10,85.7,188.9,18.7,0
2024-12-11,Bent Over Row,50,110.2,8,85.7,188.9,14.2,0
2024-12-11,Lat Pulldown,54,119.1,10,85.7,188.9,29.8,0
2024-12-11,Lat Pulldown,54,119.1,10,85.7,188.9,29.8,0
2024-12-11,Lat Pulldown,54,119.1,10,85.7,188.9,29.8,0
2024-12-10,Bench Press,65,143.3,10,85.7,188.9,28,0
2024-12-10,Bench Press,65,143.3,6,85.7,188.9,16.5,0
2024-12-10,Bench Press,65,143.3,5,85.7,188.9,14.4,0
2024-12-10,Incline Dumbbell Bench Press,20,44.1,10,85.7,188.9,9.7,0
2024-12-10,Incline Dumbbell Bench Press,20,44.1,10,85.7,188.9,9.7,0
2024-12-10,Incline Dumbbell Bench Press,20,44.1,8,85.7,188.9,7.1,0
2024-12-10,Incline Bench Press,50,110.2,8,85.7,188.9,9.7,0
2024-12-10,Incline Bench Press,50,110.2,6,85.7,188.9,6.9,0
2024-12-10,Incline Bench Press,50,110.2,6,85.7,188.9,6.9,0
2024-12-10,Push Ups,,,14,85.7,188.9,14.3,0
2024-12-10,Push Ups,,,10,85.7,188.9,10.2,0
2024-12-10,Push Ups,,,11,85.7,188.9,11.2,0
2024-12-10,Dumbbell Bench Press,22,48.5,7,85.7,188.9,13.3,0
2024-12-10,Dumbbell Bench Press,22,48.5,5,85.7,188.9,10.9,0
2024-12-10,Dumbbell Bench Press,22,48.5,5,85.7,188.9,10.9,0
2024-12-09,Sit Ups,,,18,85.7,188.9,16.7,0
2024-12-09,Sit Ups,,,18,85.7,188.9,16.7,0
2024-12-09,Sit Ups,,,18,85.7,188.9,16.7,0
2024-12-09,Wrist Curl,40,88.2,10,85.7,188.9,45.9,0
2024-12-09,Wrist Curl,40,88.2,7,85.7,188.9,41,0
2024-12-09,Wrist Curl,40,88.2,6,85.7,188.9,39.5,0
2024-12-09,Crunches,,,23,85.7,188.9,22,0
2024-12-09,Crunches,,,23,85.7,188.9,22,0
2024-12-09,Crunches,,,23,85.7,188.9,22,0
2024-12-09,Reverse Barbell Curl,30,66.1,7,85.7,188.9,34,0
2024-12-09,Reverse Barbell Curl,30,66.1,4,85.7,188.9,28.5,0
2024-12-09,Reverse Barbell Curl,30,66.1,3,85.7,188.9,26.9,0
2024-12-09,Machine Seated Crunch,72.5,159.8,10,85.7,188.9,56.8,0
2024-12-09,Machine Seated Crunch,72.5,159.8,11,85.7,188.9,58.8,0
2024-12-09,Machine Seated Crunch,72.5,159.8,6,85.7,188.9,46.1,0
2024-12-07,Dumbbell Curl,16,35.3,10,85.6,188.7,37.6,0
2024-12-07,Dumbbell Curl,16,35.3,8,85.6,188.7,33.2,0
2024-12-07,Dumbbell Curl,16,35.3,6,85.6,188.7,29.4,0
2024-12-07,Dips,,,7,85.6,188.7,14.2,0
2024-12-07,Dips,,,6,85.6,188.7,12,0
2024-12-07,Dips,,,4,85.6,188.7,8.4,0
2024-12-07,EZ Bar Curl,25,55.1,12,85.6,188.7,18.9,0
2024-12-07,EZ Bar Curl,25,55.1,7,85.6,188.7,11.3,0
2024-12-07,EZ Bar Curl,25,55.1,5,85.6,188.7,8.9,0
2024-12-07,Tricep Pushdown,28.8,63.5,10,85.6,188.7,19.6,0
2024-12-07,Tricep Pushdown,28.8,63.5,9,85.6,188.7,18.1,0
2024-12-07,Tricep Pushdown,28.8,63.5,7,85.6,188.7,15.3,0
2024-12-07,Barbell Curl,30,66.1,6,85.6,188.7,21.6,0
2024-12-07,Barbell Curl,30,66.1,4,85.6,188.7,18.3,0
2024-12-07,Barbell Curl,30,66.1,3,85.6,188.7,16.8,0
2024-12-07,Lying Tricep Extension,30,66.1,10,85.6,188.7,34.8,0
2024-12-07,Lying Tricep Extension,30,66.1,8,85.6,188.7,29.5,0
2024-12-07,Lying Tricep Extension,30,66.1,5,85.6,188.7,23,0
2024-12-06,Hip Thrust,50,110.2,6,85.6,188.7,5.5,0
2024-12-06,Hip Thrust,50,110.2,6,85.6,188.7,5.5,0
2024-12-06,Hip Thrust,50,110.2,6,85.6,188.7,5.5,0
2024-12-06,Leg Extension,110,242.5,2,85.6,188.7,58.3,0
2024-12-06,Leg Extension,110,242.5,3,85.6,188.7,61,0
2024-12-06,Leg Extension,110,242.5,2,85.6,188.7,58.3,0
2024-12-06,Horizontal Leg Press,147.5,325.2,1,85.6,188.7,22.7,0
2024-12-06,Horizontal Leg Press,147.5,325.2,1,85.6,188.7,22.7,0
2024-12-06,Horizontal Leg Press,147.5,325.2,1,85.6,188.7,22.7,0
2024-12-06,Seated Leg Curl,80,176.4,5,85.6,188.7,55.3,0
2024-12-06,Seated Leg Curl,80,176.4,5,85.6,188.7,55.3,0
2024-12-06,Seated Leg Curl,80,176.4,5,85.6,188.7,55.3,0
2024-12-06,Goblet Squat,28,61.7,8,85.6,188.7,29.9,0
2024-12-06,Goblet Squat,28,61.7,8,85.6,188.7,29.9,0
2024-12-06,Goblet Squat,28,61.7,8,85.6,188.7,29.9,0
2024-12-05,Shoulder Press,40,88.2,10,85.6,188.7,24.5,0
2024-12-05,Shoulder Press,40,88.2,7,85.6,188.7,16.8,0
2024-12-05,Shoulder Press,40,88.2,5,85.6,188.7,13.1,0
2024-12-05,Dumbbell Front Raise,10,22.1,6,85.6,188.7,24.9,0
2024-12-05,Dumbbell Front Raise,10,22.1,6,85.6,188.7,24.9,0
2024-12-05,Dumbbell Front Raise,10,22.1,4,85.6,188.7,22.6,0
2024-12-05,Dumbbell Shoulder Press,12,26.5,10,85.6,188.7,4.4,0
2024-12-05,Dumbbell Shoulder Press,12,26.5,7,85.6,188.7,3,0
