Date Lifted,Exercise,Weight (kg),Weight (lb),Reps,Bodyweight (kg),Bodyweight (lb),Percentile (%),Warmup
2024-09-20,Hammer Curl,12,26.5,10,86.1,189.8,16.7,0
2024-09-20,Hammer Curl,12,26.5,10,86.1,189.8,16.7,0
2024-09-20,Tricep Pushdown,18.7,41.2,10,86.1,189.8,6.8,0
2024-09-20,Tricep Pushdown,18.7,41.2,10,86.1,189.8,6.8,0
2024-09-20,Tricep Pushdown,18.7,41.2,10,86.1,189.8,6.8,0
2024-09-17,Shoulder Press,40,88.2,8,86.1,189.8,18.7,0
2024-09-17,Shoulder Press,40,88.2,5,86.1,189.8,12.8,0
2024-09-17,Shoulder Press,40,88.2,4,86.1,189.8,11.3,0
2024-09-17,Military Press,30,66.1,7,86.1,189.8,3.9,0
2024-09-17,Military Press,30,66.1,10,86.1,189.8,6.6,0
2024-09-17,Military Press,30,66.1,7,86.1,189.8,3.9,0
2024-09-17,Seated Shoulder Press,30,66.1,10,86.1,189.8,8.4,0
2024-09-17,Seated Shoulder Press,30,66.1,8,86.1,189.8,6.5,0
2024-09-17,Seated Shoulder Press,30,66.1,10,86.1,189.8,8.4,0
2024-09-17,Dumbbell Shoulder Press,12,26.5,6,86.1,189.8,2.6,0
2024-09-17,Dumbbell Shoulder Press,12,26.5,5,86.1,189.8,2.3,0
2024-09-17,Dumbbell Shoulder Press,12,26.5,5,86.1,189.8,2.3,0
2024-09-17,Machine Shoulder Press,27.5,60.6,8,86.1,189.8,6.1,0
2024-09-17,Machine Shoulder Press,27.5,60.6,4,86.1,189.8,4.3,0
2024-09-17,Machine Shoulder Press,27.5,60.6,6,86.1,189.8,5.1,0
2024-09-17,Seated Dumbbell Shoulder Press,14,30.9,5,86.1,189.8,4.5,0
2024-09-17,Seated Dumbbell Shoulder Press,14,30.9,6,86.1,189.8,5,0
2024-09-17,Seated Dumbbell Shoulder Press,14,30.9,5,86.1,189.8,4.5,0
2024-09-17,Dumbbell Lateral Raise,8,17.6,6,86.1,189.8,19,0
2024-09-17,Dumbbell Lateral Raise,8,17.6,6,86.1,189.8,19,0
2024-09-17,Dumbbell Lateral Raise,8,17.6,5,86.1,189.8,17.9,0
2024-09-16,Pull Ups,,,5,86.1,189.8,18.9,0
2024-09-16,Pull Ups,,,4,86.1,189.8,16,0
2024-09-16,Pull Ups,,,3,86.1,189.8,13.5,0
2024-09-16,Deadlift,70,154.3,10,86.1,189.8,5,0
2024-09-16,Deadlift,70,154.3,7,86.1,189.8,2.8,0
2024-09-16,Deadlift,70,154.3,6,86.1,189.8,2.3,0
2024-09-16,Chin Ups,,,3,86.1,189.8,10.8,0
2024-09-16,Chin Ups,,,3,86.1,189.8,10.8,0
2024-09-16,Chin Ups,,,3,86.1,189.8,10.8,0
2024-09-16,Bent Over Row,45,99.2,10,86.1,189.8,12.1,0
2024-09-16,Bent Over Row,45,99.2,6,86.1,189.8,6.6,0
2024-09-16,Bent Over Row,45,99.2,7,86.1,189.8,7.7,0
2024-09-16,Lat Pulldown,54,119.1,10,86.1,189.8,29.6,0
2024-09-16,Lat Pulldown,54,119.1,7,86.1,189.8,21,0
2024-09-16,Lat Pulldown,54,119.1,7,86.1,189.8,21,0
2024-09-14,Bench Press,55,121.3,10,86.2,190,14.3,0
2024-09-14,Bench Press,55,121.3,8,86.2,190,10.4,0
2024-09-14,Bench Press,55,121.3,6,86.2,190,7.7,0
2024-09-14,Incline Dumbbell Bench Press,16,35.3,10,86.2,190,3.4,0
2024-09-14,Incline Dumbbell Bench Press,16,35.3,10,86.2,190,3.4,0
2024-09-14,Incline Dumbbell Bench Press,16,35.3,7,86.2,190,2,0
2024-09-14,Incline Bench Press,40,88.2,10,86.2,190,4.2,0
2024-09-14,Incline Bench Press,40,88.2,7,86.2,190,2.3,0
2024-09-14,Incline Bench Press,40,88.2,7,86.2,190,2.3,0
2024-09-14,Push Ups,,,9,86.2,190,9,0
2024-09-14,Push Ups,,,9,86.2,190,9,0
2024-09-14,Push Ups,,,8,86.2,190,7.9,0
2024-09-14,Dumbbell Bench Press,22,48.5,4,86.2,190,9.7,0
2024-09-14,Dumbbell Bench Press,22,48.5,4,86.2,190,9.7,0
2024-09-14,Dumbbell Bench Press,22,48.5,4,86.2,190,9.7,0
2024-09-13,Sit Ups,,,13,86.2,190,13.1,0
2024-09-13,Sit Ups,,,13,86.2,190,13.1,0
2024-09-13,Sit Ups,,,8,86.2,190,9.4,0
2024-09-13,Wrist Curl,25,55.1,22,86.2,190,36.3,0
2024-09-13,Wrist Curl,25,55.1,22,86.2,190,36.3,0
2024-09-13,Wrist Curl,25,55.1,22,86.2,190,36.3,0
2024-09-13,Crunches,,,14,86.2,190,14.7,0
2024-09-13,Crunches,,,14,86.2,190,14.7,0
2024-09-13,Crunches,,,14,86.2,190,14.7,0
2024-09-13,Reverse Barbell Curl,25,55.1,10,86.2,190,29.2,0
2024-09-13,Reverse Barbell Curl,25,55.1,6,86.2,190,22.3,0
2024-09-13,Reverse Barbell Curl,25,55.1,4,86.2,190,19.6,0
2024-09-13,Machine Seated Crunch,57.5,126.8,10,86.2,190,39.3,0
2024-09-13,Machine Seated Crunch,57.5,126.8,8,86.2,190,34.5,0
2024-09-13,Machine Seated Crunch,57.5,126.8,8,86.2,190,34.5,0
2024-09-12,Dumbbell Curl,14,30.9,10,86.2,190,29.4,0
2024-09-12,Dumbbell Curl,14,30.9,8,86.2,190,25.7,0
2024-09-12,Dumbbell Curl,14,30.9,7,86.2,190,24,0
2024-09-12,Dips,,,4,86.2,190,8.5,0
2024-09-12,Dips,,,2,86.2,190,6,0
2024-09-12,Dips,,,3,86.2,190,7.1,0
2024-09-12,Barbell Curl,30,66.1,8,86.2,190,25.3,0
2024-09-12,Barbell Curl,30,66.1,5,86.2,190,19.5,0
2024-09-12,Barbell Curl,30,66.1,3,86.2,190,16.5,0
2024-09-12,Lying Tricep Extension,30,66.1,7,86.2,190,26.6,0
2024-09-12,Lying Tricep Extension,30,66.1,3,86.2,190,19.2,0
2024-09-12,Lying Tricep Extension,30,66.1,5,86.2,190,22.5,0
2024-09-12,Hammer Curl,10,22.1,10,86.2,190,9.9,0
2024-09-12,Hammer Curl,10,22.1,10,86.2,190,9.9,0
2024-09-12,Hammer Curl,10,22.1,10,86.2,190,9.9,0
2024-09-12,Tricep Pushdown,16.2,35.7,10,86.2,190,4.7,0
2024-09-12,Tricep Pushdown,16.2,35.7,10,86.2,190,4.7,0
2024-09-12,Tricep Pushdown,16.2,35.7,10,86.2,190,4.7,0
2024-09-11,Shoulder Press,40,88.2,10,86.2,190,23.9,0
2024-09-11,Shoulder Press,40,88.2,6,86.2,190,14.4,0
2024-09-11,Shoulder Press,40,88.2,4,86.2,190,11.3,0
2024-09-11,Military Press,30,66.1,8,86.2,190,4.6,0
2024-09-11,Military Press,30,66.1,8,86.2,190,4.6,0
2024-09-11,Military Press,30,66.1,7,86.2,190,3.9,0
2024-09-11,Seated Shoulder Press,30,66.1,8,86.2,190,6.5,0
2024-09-11,Seated Shoulder Press,30,66.1,7,86.2,190,5.7,0
2024-09-11,Seated Shoulder Press,30,66.1,6,86.2,190,5.1,0
2024-09-11,Dumbbell Shoulder Press,12,26.5,7,86.2,190,2.9,0
2024-09-11,Dumbbell Shoulder Press,12,26.5,5,86.2,190,2.3,0
2024-09-11,Dumbbell Shoulder Press,12,26.5,5,86.2,190,2.3,0
2024-09-11,Machine Shoulder Press,27.5,60.6,10,86.2,190,7.3,0
2024-09-11,Machine Shoulder Press,27.5,60.6,5,86.2,190,4.6,0
2024-09-11,Machine Shoulder Press,27.5,60.6,5,86.2,190,4.6,0
2024-09-11,Seated Dumbbell Shoulder Press,14,30.9,5,86.2,190,4.4,0
2024-09-11,Seated Dumbbell Shoulder Press,14,30.9,5,86.2,190,4.4,0
2024-09-11,Seated Dumbbell Shoulder Press,14,30.9,5,86.2,190,4.4,0
2024-09-11,Dumbbell Lateral Raise,8,17.6,6,86.2,190,18.9,0
2024-09-11,Dumbbell Lateral Raise,8,17.6,5,86.2,190,17.9,0
2024-09-11,Dumbbell Lateral Raise,8,17.6,5,86.2,190,17.9,0
2024-09-10,Pull Ups,,,4,87.2,192.2,16.1,0
2024-09-10,Pull Ups,,,2,87.2,192.2,11.4,0
2024-09-10,Pull Ups,,,2,87.2,192.2,11.4,0
2024-09-10,Deadlift,80,176.4,5,87.2,192.2,3.8,0
2024-09-10,Deadlift,80,176.4,5,87.2,192.2,3.8,0
2024-09-10,Deadlift,80,176.4,5,87.2,192.2,3.8,0
2024-09-10,Bent Over Row,60,132.3,2,87.2,192.2,12.8,0
2024-09-10,Bent Over Row,60,132.3,2,87.2,192.2,12.8,0
2024-09-10,Bent Over Row,60,132.3,2,87.2,192.2,12.8,0
2024-09-10,Lat Pulldown,54,119.1,8,87.2,192.2,22.8,0
2024-09-10,Lat Pulldown,54,119.1,6,87.2,192.2,18.1,0
2024-09-10,Lat Pulldown,54,119.1,7,87.2,192.2,20.3,0
2024-09-07,Bench Press,55,121.3,10,87.2,192.2,13.5,0
2024-09-07,Bench Press,55,121.3,8,87.2,192.2,9.8,0
2024-09-07,Bench Press,55,121.3,5,87.2,192.2,6.1,0
2024-09-07,Incline Dumbbell Bench Press,14,30.9,10,87.2,192.2,1.6,0
2024-09-07,Incline Dumbbell Bench Press,14,30.9,10,87.2,192.2,1.6,0
2024-09-07,Incline Dumbbell Bench Press,14,30.9,10,87.2,192.2,1.6,0
2024-09-07,Incline Bench Press,40,88.2,10,87.2,192.2,3.9,0
2024-09-07,Incline Bench Press,40,88.2,8,87.2,192.2,2.6,0
2024-09-07,Incline Bench Press,40,88.2,8,87.2,192.2,2.6,0
2024-09-07,Push Ups,,,8,87.2,192.2,7.9,0
2024-09-07,Push Ups,,,8,87.2,192.2,7.9,0
2024-09-07,Push Ups,,,8,87.2,192.2,7.9,0
2024-09-07,Dumbbell Bench Press,20,44.1,5,87.2,192.2,7.5,0
2024-09-07,Dumbbell Bench Press,20,44.1,4,87.2,192.2,6.8,0
2024-09-07,Dumbbell Bench Press,20,44.1,4,87.2,192.2,6.8,0
2024-09-06,Sit Ups,,,25,87.2,192.2,22.7,0
2024-09-06,Sit Ups,,,25,87.2,192.2,22.7,0
2024-09-06,Sit Ups,,,12,87.2,192.2,12.4,0
2024-09-06,Wrist Curl,20,44.1,16,87.2,192.2,23.7,0
2024-09-06,Wrist Curl,20,44.1,11,87.2,192.2,20.7,0
2024-09-06,Wrist Curl,20,44.1,9,87.2,192.2,19.2,0
2024-09-06,Machine Seated Crunch,72.5,159.8,3,87.2,192.2,38.9,0
2024-09-06,Machine Seated Crunch,72.5,159.8,3,87.2,192.2,38.9,0
2024-09-06,Machine Seated Crunch,72.5,159.8,3,87.2,192.2,38.9,0
2024-09-06,Reverse Barbell Curl,30,66.1,3,87.2,192.2,26,0
2024-09-06,Reverse Barbell Curl,30,66.1,2,87.2,192.2,24.6,0
2024-09-06,Reverse Barbell Curl,30,66.1,2,87.2,192.2,24.6,0
2024-09-06,Crunches,,,23,87.2,192.2,22,0
2024-09-06,Crunches,,,13,87.2,192.2,13.9,0
2024-09-06,Crunches,,,13,87.2,192.2,13.9,0
2024-09-04,Dumbbell Curl,18,39.7,6,87.2,192.2,35.5,0
2024-09-04,Dumbbell Curl,18,39.7,4,87.2,192.2,31.7,0
2024-09-04,Dumbbell Curl,18,39.7,3,87.2,192.2,30,0
2024-09-04,Dips,,,3,87.2,192.2,7.1,0
2024-09-04,Dips,,,3,87.2,192.2,7.1,0
2024-09-04,Dips,,,3,87.2,192.2,7.1,0
2024-09-04,Barbell Curl,30,66.1,7,87.2,192.2,22.5,0
2024-09-04,Barbell Curl,30,66.1,6,87.2,192.2,20.6,0
2024-09-04,Barbell Curl,30,66.1,4,87.2,192.2,17.4,0
2024-09-04,Tricep Pushdown,28.8,63.4,3,87.2,192.2,10.7,0
2024-09-04,Tricep Pushdown,28.8,63.4,3,87.2,192.2,10.7,0
2024-09-04,Tricep Pushdown,28.8,63.4,3,87.2,192.2,10.7,0
2024-09-04,Hammer Curl,14,30.9,8,87.2,192.2,20,0
2024-09-04,Hammer Curl,14,30.9,3,87.2,192.2,12.9,0
2024-09-04,Hammer Curl,14,30.9,3,87.2,192.2,12.9,0
2024-09-04,Lying Tricep Extension,20,44.1,10,87.2,192.2,11.1,0
2024-09-04,Lying Tricep Extension,20,44.1,10,87.2,192.2,11.1,0
2024-09-04,Lying Tricep Extension,20,44.1,10,87.2,192.2,11.1,0
2024-09-03,Shoulder Press,35,77.2,12,87.2,192.2,16.8,0
2024-09-03,Shoulder Press,35,77.2,10,87.2,192.2,13.9,0
2024-09-03,Shoulder Press,35,77.2,6,87.2,192.2,7.9,0
2024-09-03,Dumbbell Shoulder Press,16,35.3,3,87.2,192.2,5,0
2024-09-03,Dumbbell Shoulder Press,16,35.3,3,87.2,192.2,5,0
2024-09-03,Dumbbell Shoulder Press,16,35.3,2,87.2,192.2,4.5,0
2024-09-03,Dumbbell Lateral Raise,10,22.1,5,87.2,192.2,26.1,0
2024-09-03,Dumbbell Lateral Raise,10,22.1,4,87.2,192.2,24.7,0
2024-09-03,Dumbbell Lateral Raise,10,22.1,4,87.2,192.2,24.7,0
2024-09-03,Military Press,30,66.1,7,87.2,192.2,3.6,0
2024-09-03,Military Press,30,66.1,5,87.2,192.2,2.6,0
2024-09-03,Military Press,30,66.1,5,87.2,192.2,2.6,0
2024-09-03,Seated Dumbbell Shoulder Press,18,39.7,5,87.2,192.2,10.3,0
2024-09-03,Seated Dumbbell Shoulder Press,18,39.7,3,87.2,192.2,8.3,0
2024-09-03,Seated Dumbbell Shoulder Press,18,39.7,2,87.2,192.2,7.5,0
2024-09-03,Seated Shoulder Press,30,66.1,5,87.2,192.2,4.2,0
2024-09-03,Seated Shoulder Press,30,66.1,5,87.2,192.2,4.2,0
2024-09-03,Seated Shoulder Press,30,66.1,5,87.2,192.2,4.2,0
2024-09-03,Machine Shoulder Press,35,77.2,1,87.2,192.2,6.2,0
2024-09-03,Machine Shoulder Press,35,77.2,2,87.2,192.2,6.7,0
2024-09-03,Machine Shoulder Press,35,77.2,3,87.2,192.2,7.2,0
2024-08-30,Pull Ups,,,5,87.2,192.2,19.1,0
2024-08-30,Pull Ups,,,4,87.2,192.2,16.1,0
2024-08-30,Pull Ups,,,4,87.2,192.2,16.1,0
2024-08-30,Lat Pulldown,68,149.9,3,87.2,192.2,28.8,0
2024-08-30,Lat Pulldown,68,149.9,3,87.2,192.2,28.8,0
2024-08-30,Lat Pulldown,68,149.9,3,87.2,192.2,28.8,0
2024-08-30,Chin Ups,,,3,87.2,192.2,10.9,0
2024-08-30,Chin Ups,,,2,87.2,192.2,8.9,0
2024-08-30,Chin Ups,,,2,87.2,192.2,8.9,0
2024-08-30,Dumbbell Row,26,57.3,3,87.2,192.2,12.2,0
2024-08-30,Dumbbell Row,26,57.3,3,87.2,192.2,12.2,0
2024-08-30,Dumbbell Row,26,57.3,3,87.2,192.2,12.2,0
2024-08-30,Seated Cable Row,32.5,71.7,10,87.2,192.2,2.6,0
2024-08-30,Seated Cable Row,32.5,71.7,10,87.2,192.2,2.6,0
2024-08-30,Seated Cable Row,32.5,71.7,10,87.2,192.2,2.6,0
2024-08-29,Bench Press,65,143.3,4,87.2,192.2,11.6,0
2024-08-29,Bench Press,65,143.3,4,87.2,192.2,11.6,0
2024-08-29,Bench Press,65,143.3,4,87.2,192.2,11.6,0
2024-08-29,Dumbbell Bench Press,24,52.9,5,87.2,192.2,13.5,0
2024-08-29,Dumbbell Bench Press,24,52.9,5,87.2,192.2,13.5,0
2024-08-29,Dumbbell Bench Press,24,52.9,5,87.2,192.2,13.5,0
2024-08-29,Push Ups,,,11,87.2,192.2,11.2,0
2024-08-29,Push Ups,,,7,87.2,192.2,6.9,0
2024-08-29,Push Ups,,,7,87.2,192.2,6.9,0
2024-08-29,Incline Bench Press,50,110.2,3,87.2,192.2,3.7,0
2024-08-29,Incline Bench Press,50,110.2,3,87.2,192.2,3.7,0
2024-08-29,Incline Bench Press,50,110.2,3,87.2,192.2,3.7,0
2024-08-29,Incline Dumbbell Bench Press,18,39.7,6,87.2,192.2,2.8,0
2024-08-29,Incline Dumbbell Bench Press,18,39.7,4,87.2,192.2,2.1,0
2024-08-29,Incline Dumbbell Bench Press,18,39.7,4,87.2,192.2,2.1,0
2024-08-06,Bent Over Row,42,92.6,17,87.2,192.2,16.6,0
2024-08-06,Bent Over Row,42,92.6,17,87.2,192.2,16.6,0
2024-08-06,Deadlift,42,92.6,16,87.2,192.2,0.5,0
2024-08-06,Deadlift,42,92.6,16,87.2,192.2,0.5,0
2024-08-06,Dumbbell Curl,20,44.1,5,87.2,192.2,40.3,0
2024-08-06,Dumbbell Curl,20,44.1,5,87.2,192.2,40.3,0
2024-08-06,Wrist Curl,42,92.6,8,87.2,192.2,43.9,0
2024-08-06,Wrist Curl,42,92.6,8,87.2,192.2,43.9,0
2024-07-26,Push Ups,,,19,86.4,190.5,20.5,0
2024-07-26,Push Ups,,,19,86.4,190.5,20.5,0
2024-07-26,Shoulder Press,42,92.6,7,86.4,190.5,19.5,0
2024-07-26,Shoulder Press,42,92.6,7,86.4,190.5,19.5,0
2024-07-26,Dumbbell Tricep Extension,12,26.5,7,86.4,190.5,18.7,0
2024-07-26,Dumbbell Tricep Extension,12,26.5,7,86.4,190.5,18.7,0
2024-07-26,Sit Ups,,,26,86.4,190.5,23.5,0
2024-07-26,Sit Ups,,,26,86.4,190.5,23.5,0
2024-07-23,Bent Over Row,42,92.6,16,86.4,190.5,15.9,0
2024-07-23,Bent Over Row,42,92.6,16,86.4,190.5,15.9,0
2024-07-23,Deadlift,42,92.6,24,86.4,190.5,1.5,0
2024-07-23,Deadlift,42,92.6,24,86.4,190.5,1.5,0
2024-07-23,Dumbbell Curl,20,44.1,7,86.4,190.5,45.3,0
2024-07-23,Dumbbell Curl,20,44.1,7,86.4,190.5,45.3,0
2024-07-23,Wrist Curl,42,92.6,11,86.4,190.5,49.2,0
2024-07-23,Wrist Curl,42,92.6,11,86.4,190.5,49.2,0
2024-07-22,Push Ups,,,18,86.4,190.5,19.2,0
2024-07-22,Push Ups,,,18,86.4,190.5,19.2,0
2024-07-22,Shoulder Press,42,92.6,6,86.4,190.5,17.3,0
2024-07-22,Shoulder Press,42,92.6,6,86.4,190.5,17.3,0
2024-07-22,Dumbbell Tricep Extension,12,26.5,6,86.4,190.5,17.6,0
2024-07-22,Dumbbell Tricep Extension,12,26.5,6,86.4,190.5,17.6,0
2024-07-22,Sit Ups,,,25,86.4,190.5,22.6,0
2024-07-22,Sit Ups,,,25,86.4,190.5,22.6,0
2024-07-19,Bent Over Row,42,92.6,18,86.4,190.5,18.8,0
2024-07-19,Bent Over Row,42,92.6,18,86.4,190.5,18.8,0
2024-07-19,Deadlift,42,92.6,23,86.4,190.5,1.3,0
2024-07-19,Deadlift,42,92.6,23,86.4,190.5,1.3,0
2024-07-19,Dumbbell Curl,20,44.1,7,86.4,190.5,45.3,0
2024-07-19,Dumbbell Curl,20,44.1,7,86.4,190.5,45.3,0
2024-07-19,Wrist Curl,42,92.6,10,86.4,190.5,47.9,0
2024-07-19,Wrist Curl,42,92.6,10,86.4,190.5,47.9,0
2024-07-18,Push Ups,,,17,86.4,190.5,17.9,0
2024-07-18,Push Ups,,,17,86.4,190.5,17.9,0
2024-07-18,Shoulder Press,42,92.6,7,86.4,190.5,19.5,0
2024-07-18,Shoulder Press,42,92.6,7,86.4,190.5,19.5,0
2024-07-18,Dumbbell Tricep Extension,12,26.5,8,86.4,190.5,19.9,0
2024-07-18,Dumbbell Tricep Extension,12,26.5,8,86.4,190.5,19.9,0
2024-07-18,Sit Ups,,,24,86.4,190.5,21.8,0
2024-07-18,Sit Ups,,,24,86.4,190.5,21.8,0
2024-07-16,Bent Over Row,42,92.6,17,86.4,190.5,17.4,0
2024-07-16,Bent Over Row,42,92.6,17,86.4,190.5,17.4,0
2024-07-16,Deadlift,42,92.6,22,86.4,190.5,1.2,0
2024-07-16,Deadlift,42,92.6,22,86.4,190.5,1.2,0
2024-07-16,Dumbbell Curl,20,44.1,6,86.4,190.5,43,0
2024-07-16,Dumbbell Curl,20,44.1,6,86.4,190.5,43,0
2024-07-16,Wrist Curl,42,92.6,9,86.4,190.5,46.2,0
2024-07-16,Wrist Curl,42,92.6,9,86.4,190.5,46.2,0
2024-07-15,Push Ups,,,16,86.4,190.5,16.7,0
2024-07-15,Push Ups,,,16,86.4,190.5,16.7,0
2024-07-15,Shoulder Press,42,92.6,6,86.4,190.5,17.3,0
2024-07-15,Shoulder Press,42,92.6,6,86.4,190.5,17.3,0
2024-07-15,Dumbbell Tricep Extension,12,26.5,7,86.4,190.5,18.7,0
2024-07-15,Dumbbell Tricep Extension,12,26.5,7,86.4,190.5,18.7,0
2024-07-15,Sit Ups,,,23,86.4,190.5,20.9,0
2024-07-15,Sit Ups,,,23,86.4,190.5,20.9,0
2024-07-11,Bent Over Row,42,92.6,22,86.4,190.5,25.2,0
2024-07-11,Bent Over Row,42,92.6,22,86.4,190.5,25.2,0
2024-07-11,Deadlift,42,92.6,30,86.4,190.5,2.7,0
2024-07-11,Deadlift,42,92.6,30,86.4,190.5,2.7,0
2024-07-11,Dumbbell Curl,20,44.1,5,86.4,190.5,40.8,0
2024-07-11,Dumbbell Curl,20,44.1,5,86.4,190.5,40.8,0
2024-07-11,Wrist Curl,42,92.6,8,86.4,190.5,44.5,0
2024-07-11,Wrist Curl,42,92.6,8,86.4,190.5,44.5,0
2024-07-10,Push Ups,,,15,86.4,190.5,15.5,0
2024-07-10,Push Ups,,,15,86.4,190.5,15.5,0
2024-07-10,Shoulder Press,42,92.6,7,86.4,190.5,19.5,0
2024-07-10,Shoulder Press,42,92.6,7,86.4,190.5,19.5,0
2024-07-10,Dumbbell Tricep Extension,12,26.5,6,86.4,190.5,17.7,0
2024-07-10,Dumbbell Tricep Extension,12,26.5,6,86.4,190.5,17.7,0
2024-07-10,Sit Ups,,,22,86.4,190.5,20.1,0
2024-07-10,Sit Ups,,,22,86.4,190.5,20.1,0
2024-07-08,Bent Over Row,42,92.6,21,86.4,190.5,23.5,0
2024-07-08,Bent Over Row,42,92.6,21,86.4,190.5,23.5,0
2024-07-08,Deadlift,42,92.6,29,86.4,190.5,2.5,0
2024-07-08,Deadlift,42,92.6,29,86.4,190.5,2.5,0
2024-07-08,Dumbbell Curl,20,44.1,6,86.4,190.5,43,0
2024-07-08,Dumbbell Curl,20,44.1,6,86.4,190.5,43,0
2024-07-08,Wrist Curl,42,92.6,7,86.4,190.5,42.9,0
2024-07-08,Wrist Curl,42,92.6,7,86.4,190.5,42.9,0
2024-07-05,Push Ups,,,20,86.2,190,21.9,0
2024-07-05,Push Ups,,,20,86.2,190,21.9,0
2024-07-05,Shoulder Press,42,92.6,7,86.2,190,19.7,0
2024-07-05,Shoulder Press,42,92.6,7,86.2,190,19.7,0
2024-07-05,Dumbbell Tricep Extension,12,26.5,8,86.2,190,20,0
2024-07-05,Dumbbell Tricep Extension,12,26.5,8,86.2,190,20,0
2024-07-05,Sit Ups,,,21,86.2,190,19.2,0
2024-07-05,Sit Ups,,,21,86.2,190,19.2,0
2024-07-03,Bent Over Row,42,92.6,20,86.2,190,22.1,0
2024-07-03,Bent Over Row,42,92.6,20,86.2,190,22.1,0
2024-07-03,Deadlift,42,92.6,28,86.2,190,2.3,0
2024-07-03,Deadlift,42,92.6,28,86.2,190,2.3,0
2024-07-03,Dumbbell Curl,20,44.1,5,86.2,190,40.9,0
2024-07-03,Dumbbell Curl,20,44.1,5,86.2,190,40.9,0
2024-07-03,Wrist Curl,42,92.6,6,86.2,190,41.5,0
2024-07-03,Wrist Curl,42,92.6,6,86.2,190,41.5,0
2024-07-02,Push Ups,,,19,86.2,190,20.5,0
2024-07-02,Push Ups,,,19,86.2,190,20.5,0
2024-07-02,Shoulder Press,42,92.6,6,86.2,190,17.5,0
2024-07-02,Shoulder Press,42,92.6,6,86.2,190,17.5,0
2024-07-02,Dumbbell Tricep Extension,12,26.5,7,86.2,190,18.9,0
2024-07-02,Dumbbell Tricep Extension,12,26.5,7,86.2,190,18.9,0
2024-07-02,Sit Ups,,,20,86.2,190,18.4,0
2024-07-02,Sit Ups,,,20,86.2,190,18.4,0
2024-06-29,Bent Over Row,42,92.6,19,86.2,190,20.5,0
2024-06-29,Bent Over Row,42,92.6,19,86.2,190,20.5,0
2024-06-29,Deadlift,42,92.6,27,86.2,190,2.1,0
2024-06-29,Deadlift,42,92.6,27,86.2,190,2.1,0
2024-06-29,Dumbbell Curl,20,44.1,4,86.2,190,38.9,0
2024-06-29,Dumbbell Curl,20,44.1,4,86.2,190,38.9,0
2024-06-29,Wrist Curl,42,92.6,5,86.2,190,40.1,0
2024-06-29,Wrist Curl,42,92.6,5,86.2,190,40.1,0
2024-06-28,Push Ups,,,18,86.2,190,19.2,0
2024-06-28,Push Ups,,,18,86.2,190,19.2,0
2024-06-28,Shoulder Press,42,92.6,6,86.2,190,17.5,0
2024-06-28,Shoulder Press,42,92.6,6,86.2,190,17.5,0
2024-06-28,Dumbbell Tricep Extension,12,26.5,6,86.2,190,17.8,0
2024-06-28,Dumbbell Tricep Extension,12,26.5,6,86.2,190,17.8,0
2024-06-28,Sit Ups,,,23,86.2,190,20.9,0
2024-06-28,Sit Ups,,,23,86.2,190,20.9,0
2024-06-19,Bent Over Row,42,92.6,18,86.2,190,19,0
2024-06-19,Bent Over Row,42,92.6,18,86.2,190,19,0
2024-06-19,Deadlift,42,92.6,26,86.2,190,1.9,0
2024-06-19,Deadlift,42,92.6,26,86.2,190,1.9,0
2024-06-19,Dumbbell Curl,20,44.1,6,86.2,190,43.2,0
2024-06-19,Dumbbell Curl,20,44.1,6,86.2,190,43.2,0
2024-06-19,Wrist Curl,42,92.6,10,86.2,190,48.1,0
2024-06-19,Wrist Curl,42,92.6,10,86.2,190,48.1,0
2024-06-18,Push Ups,,,17,86.2,190,18,0
2024-06-18,Push Ups,,,17,86.2,190,18,0
2024-06-18,Shoulder Press,42,92.6,5,86.2,190,15.5,0
2024-06-18,Shoulder Press,42,92.6,5,86.2,190,15.5,0
2024-06-18,Dumbbell Tricep Extension,12,26.5,7,86.2,190,18.9,0
2024-06-18,Dumbbell Tricep Extension,12,26.5,7,86.2,190,18.9,0
2024-06-18,Sit Ups,,,22,86.2,190,20.1,0
2024-06-18,Sit Ups,,,22,86.2,190,20.1,0
2024-06-15,Bent Over Row,42,92.6,20,86.2,190,22.1,0
2024-06-15,Bent Over Row,42,92.6,20,86.2,190,22.1,0
2024-06-15,Deadlift,42,92.6,25,86.2,190,1.7,0
2024-06-15,Deadlift,42,92.6,25,86.2,190,1.7,0
2024-06-15,Dumbbell Curl,20,44.1,5,86.2,190,41,0
2024-06-15,Dumbbell Curl,20,44.1,5,86.2,190,41,0
2024-06-15,Wrist Curl,42,92.6,9,86.2,190,46.4,0
2024-06-15,Wrist Curl,42,92.6,9,86.2,190,46.4,0
2024-06-13,Push Ups,,,16,86.2,190,16.7,0
2024-06-13,Push Ups,,,16,86.2,190,16.7,0
2024-06-13,Shoulder Press,42,92.6,7,86.2,190,19.7,0
2024-06-13,Shoulder Press,42,92.6,7,86.2,190,19.7,0
2024-06-13,Dumbbell Tricep Extension,12,26.5,7,86.2,190,18.9,0
2024-06-13,Dumbbell Tricep Extension,12,26.5,7,86.2,190,18.9,0
2024-06-13,Sit Ups,,,21,86.2,190,19.2,0
2024-06-13,Sit Ups,,,21,86.2,190,19.2,0
2024-06-11,Bent Over Row,42,92.6,19,86.2,190,20.6,0
2024-06-11,Bent Over Row,42,92.6,19,86.2,190,20.6,0
